Week_Start_Date,Neighborhood,Population_Density_per_km2,Number_of_Businesses,Avg_Household_Size,Market_Present,Industrial_Zone,Collection_Frequency_per_Week,Month,Weekly_Waste_Weight_kg
2020-11-30,Boyo,1437,159,8.7,1,0,1,11,1181.1
2020-12-07,Boyo,1407,156,8.3,1,0,1,12,1026.7
2020-12-14,Boyo,1421,157,8.8,1,0,1,12,1259.4
2020-12-21,Boyo,1431,160,8.3,1,0,1,12,1413.6
2020-12-28,Boyo,1416,160,8.5,1,0,1,12,1118.2
2021-01-04,Boyo,1387,155,8.0,1,0,1,1,1162.8
2021-01-11,Boyo,1390,154,8.5,1,0,1,1,1264.4
2021-01-18,Boyo,1430,164,8.8,1,0,1,1,1243.6
2021-01-25,Boyo,1424,164,8.6,1,0,1,1,1367.1
2021-02-01,Boyo,1430,155,8.1,1,0,1,2,1175.8
2021-02-08,Boyo,1400,162,8.7,1,0,1,2,1160.2
2021-02-15,Boyo,1384,156,8.3,1,0,1,2,1125.6
2021-02-22,Boyo,1446,157,8.4,1,0,1,2,1389.0
2021-03-01,Boyo,1410,164,8.5,1,0,1,3,1307.9
2021-03-08,Boyo,1378,157,8.4,1,0,1,3,1391.0
2021-03-15,Boyo,1388,160,8.7,1,0,1,3,1315.7
2021-03-22,Boyo,1425,154,8.4,1,0,1,3,1385.6
2021-03-29,Boyo,1453,164,8.3,1,0,1,3,1261.2
2021-04-05,Boyo,1392,156,8.7,1,0,1,4,1487.6
2021-04-12,Boyo,1421,161,8.6,1,0,1,4,1468.3
2021-04-19,Boyo,1434,160,8.5,1,0,1,4,1440.4
2021-04-26,Boyo,1453,156,8.4,1,0,1,4,1433.1
2021-05-03,Boyo,1391,163,8.4,1,0,1,5,1429.2
2021-05-10,Boyo,1413,154,8.5,1,0,1,5,1458.8
2021-05-17,Boyo,1396,162,8.2,1,0,1,5,1450.2
2021-05-24,Boyo,1442,160,8.3,1,0,1,5,1716.6
2021-05-31,Boyo,1392,158,8.4,1,0,1,5,1385.9
2021-06-07,Boyo,1422,155,8.4,1,0,1,6,1513.5
2021-06-14,Boyo,1452,163,8.5,1,0,1,6,1428.2
2021-06-21,Boyo,1380,161,8.4,1,0,1,6,1763.6
2021-06-28,Boyo,1386,158,8.4,1,0,1,6,1385.9
2021-07-05,Boyo,1391,156,8.1,1,0,1,7,1655.0
2021-07-12,Boyo,1373,160,8.6,1,0,1,7,1540.4
2021-07-19,Boyo,1371,158,8.8,1,0,1,7,1590.4
2021-07-26,Boyo,1439,160,8.4,1,0,1,7,1335.5
2021-08-02,Boyo,1457,159,8.5,1,0,1,8,1277.8
2021-08-09,Boyo,1451,156,8.7,1,0,1,8,1523.6
2021-08-16,Boyo,1437,163,8.3,1,0,1,8,1360.6
2021-08-23,Boyo,1440,155,8.4,1,0,1,8,1565.7
2021-08-30,Boyo,1410,154,8.8,1,0,1,8,1603.9
2021-09-06,Boyo,1400,158,8.7,1,0,1,9,1423.9
2021-09-13,Boyo,1436,160,8.3,1,0,1,9,1143.0
2021-09-20,Boyo,1404,163,8.5,1,0,1,9,1511.5
2021-09-27,Boyo,1428,163,8.5,1,0,1,9,1515.7
2021-10-04,Boyo,1444,160,8.3,1,0,1,10,1321.3
2021-10-11,Boyo,1431,159,8.2,1,0,1,10,1341.8
2021-10-18,Boyo,1390,162,8.4,1,0,1,10,1347.1
2021-10-25,Boyo,1366,164,8.3,1,0,1,10,1235.3
2021-11-01,Boyo,1421,155,8.4,1,0,1,11,1098.4
2021-11-08,Boyo,1395,164,8.5,1,0,1,11,1286.0
2021-11-15,Boyo,1414,164,8.6,1,0,1,11,1142.5
2021-11-22,Boyo,1434,158,8.3,1,0,1,11,1202.6
2021-11-29,Boyo,1393,157,8.5,1,0,1,11,1007.6
2021-12-06,Boyo,1390,154,8.6,1,0,1,12,1235.9
2021-12-13,Boyo,1453,163,8.4,1,0,1,12,1213.3
2021-12-20,Boyo,1460,159,8.8,1,0,1,12,1207.2
2021-12-27,Boyo,1392,157,8.2,1,0,1,12,1108.1
2022-01-03,Boyo,1391,155,8.3,1,0,1,1,1242.6
2022-01-10,Boyo,1381,163,8.4,1,0,1,1,1291.6
2022-01-17,Boyo,1427,158,8.5,1,0,1,1,1347.3
2022-01-24,Boyo,1363,157,8.6,1,0,1,1,1178.5
2022-01-31,Boyo,1420,162,8.3,1,0,1,1,1203.7
2022-02-07,Boyo,1441,155,8.5,1,0,1,2,1009.2
2022-02-14,Boyo,1395,158,8.3,1,0,1,2,1243.1
2022-02-21,Boyo,1388,158,8.3,1,0,1,2,1267.2
2022-02-28,Boyo,1400,163,8.5,1,0,1,2,1277.6
2022-03-07,Boyo,1413,162,8.2,1,0,1,3,1393.0
2022-03-14,Boyo,1368,163,8.5,1,0,1,3,1319.4
2022-03-21,Boyo,1373,157,8.6,1,0,1,3,1320.5
2022-03-28,Boyo,1414,157,8.0,1,0,1,3,1249.0
2022-04-04,Boyo,1439,156,8.6,1,0,1,4,1421.9
2022-04-11,Boyo,1409,157,8.3,1,0,1,4,1454.4
2022-04-18,Boyo,1448,161,8.6,1,0,1,4,1514.0
2022-04-25,Boyo,1364,161,8.2,1,0,1,4,1270.6
2022-05-02,Boyo,1434,154,8.2,1,0,1,5,1684.2
2022-05-09,Boyo,1438,157,8.5,1,0,1,5,1612.4
2022-05-16,Boyo,1450,155,8.3,1,0,1,5,1564.6
2022-05-23,Boyo,1426,160,8.3,1,0,1,5,1599.1
2022-05-30,Boyo,1401,158,8.2,1,0,1,5,1398.2
2022-06-06,Boyo,1394,156,8.3,1,0,1,6,1315.3
2022-06-13,Boyo,1421,164,8.3,1,0,1,6,1503.2
2022-06-20,Boyo,1436,159,8.7,1,0,1,6,1679.4
2022-06-27,Boyo,1385,159,8.6,1,0,1,6,1530.8
2022-07-04,Boyo,1407,154,8.3,1,0,1,7,1615.5
2022-07-11,Boyo,1429,158,8.1,1,0,1,7,1678.7
2022-07-18,Boyo,1429,159,8.3,1,0,1,7,1459.2
2022-07-25,Boyo,1409,154,8.3,1,0,1,7,1784.1
2022-08-01,Boyo,1461,157,8.3,1,0,1,8,1451.4
2022-08-08,Boyo,1442,159,8.4,1,0,1,8,1364.0
2022-08-15,Boyo,1400,161,8.7,1,0,1,8,1558.1
2022-08-22,Boyo,1461,156,8.4,1,0,1,8,1494.9
2022-08-29,Boyo,1463,154,8.2,1,0,1,8,1631.3
2022-09-05,Boyo,1435,164,8.1,1,0,1,9,1321.3
2022-09-12,Boyo,1373,159,8.4,1,0,1,9,1165.6
2022-09-19,Boyo,1425,159,8.4,1,0,1,9,1235.6
2022-09-26,Boyo,1438,162,8.1,1,0,1,9,1296.2
2022-10-03,Boyo,1411,154,8.3,1,0,1,10,1306.1
2022-10-10,Boyo,1456,158,8.6,1,0,1,10,1219.2
2022-10-17,Boyo,1422,160,8.4,1,0,1,10,1352.8
2022-10-24,Boyo,1367,158,8.1,1,0,1,10,1333.1
2022-10-31,Boyo,1421,155,8.9,1,0,1,10,1571.1
2022-11-07,Boyo,1400,156,8.4,1,0,1,11,1234.2
2022-11-14,Boyo,1433,156,8.2,1,0,1,11,1239.9
2022-11-21,Boyo,1366,158,8.7,1,0,1,11,1382.8
2022-11-28,Boyo,1454,157,8.4,1,0,1,11,1106.7
2022-12-05,Boyo,1443,156,8.7,1,0,1,12,1263.7
2022-12-12,Boyo,1447,154,8.6,1,0,1,12,1147.7
2022-12-19,Boyo,1414,156,8.6,1,0,1,12,1039.5
2022-12-26,Boyo,1390,159,8.8,1,0,1,12,1266.8
2023-01-02,Boyo,1373,164,8.4,1,0,1,1,1218.3
2023-01-09,Boyo,1406,164,8.5,1,0,1,1,1118.7
2023-01-16,Boyo,1456,158,8.2,1,0,1,1,1236.4
2023-01-23,Boyo,1459,162,8.3,1,0,1,1,1286.6
2023-01-30,Boyo,1404,160,8.4,1,0,1,1,1253.4
2023-02-06,Boyo,1432,164,8.3,1,0,1,2,1285.2
2023-02-13,Boyo,1406,159,8.4,1,0,1,2,1488.3
2023-02-20,Boyo,1448,155,8.4,1,0,1,2,1445.9
2023-02-27,Boyo,1367,161,8.5,1,0,1,2,1305.8
2023-03-06,Boyo,1367,161,8.6,1,0,1,3,1441.6
2023-03-13,Boyo,1442,163,8.2,1,0,1,3,1462.2
2023-03-20,Boyo,1453,163,8.4,1,0,1,3,1549.0
2023-03-27,Boyo,1388,164,8.4,1,0,1,3,1486.3
2023-04-03,Boyo,1433,156,8.0,1,0,1,4,1732.5
2023-04-10,Boyo,1444,155,8.4,1,0,1,4,1817.8
2023-04-17,Boyo,1401,164,8.4,1,0,1,4,1636.6
2023-04-24,Boyo,1375,157,8.4,1,0,1,4,1658.5
2023-05-01,Boyo,1440,160,8.5,1,0,1,5,1711.2
2023-05-08,Boyo,1379,160,8.6,1,0,1,5,1808.0
2023-05-15,Boyo,1429,155,8.4,1,0,1,5,1752.2
2023-05-22,Boyo,1396,155,8.4,1,0,1,5,1782.2
2023-05-29,Boyo,1438,158,8.4,1,0,1,5,1629.0
2023-06-05,Boyo,1413,159,8.5,1,0,1,6,1540.6
2023-06-12,Boyo,1364,162,8.5,1,0,1,6,1904.5
2023-06-19,Boyo,1411,161,8.6,1,0,1,6,1711.8
2023-06-26,Boyo,1378,162,8.8,1,0,1,6,1828.8
2023-07-03,Boyo,1386,163,8.4,1,0,1,7,1771.8
2023-07-10,Boyo,1414,163,8.2,1,0,1,7,1561.9
2023-07-17,Boyo,1437,163,8.4,1,0,1,7,1501.0
2023-07-24,Boyo,1460,158,8.3,1,0,1,7,1620.8
2023-07-31,Boyo,1446,159,8.4,1,0,1,7,1586.7
2023-08-07,Boyo,1457,164,8.7,1,0,1,8,1896.9
2023-08-14,Boyo,1387,164,8.2,1,0,1,8,1541.1
2023-08-21,Boyo,1430,163,8.2,1,0,1,8,1677.8
2023-08-28,Boyo,1389,157,8.2,1,0,1,8,1611.0
2023-09-04,Boyo,1364,158,8.4,1,0,1,9,1366.6
2023-09-11,Boyo,1391,160,8.8,1,0,1,9,1485.3
2023-09-18,Boyo,1430,164,8.4,1,0,1,9,1580.0
2023-09-25,Boyo,1423,157,8.3,1,0,1,9,1519.4
2023-10-02,Boyo,1418,155,8.6,1,0,1,10,1407.9
2023-10-09,Boyo,1414,159,8.3,1,0,1,10,1324.9
2023-10-16,Boyo,1387,154,8.6,1,0,1,10,1253.0
2023-10-23,Boyo,1447,159,8.5,1,0,1,10,1401.7
2023-10-30,Boyo,1445,161,8.7,1,0,1,10,1502.9
2023-11-06,Boyo,1392,159,8.1,1,0,1,11,1308.7
2023-11-13,Boyo,1456,158,8.4,1,0,1,11,1442.5
2023-11-20,Boyo,1430,159,8.5,1,0,1,11,1404.4
2023-11-27,Boyo,1363,159,8.5,1,0,1,11,1167.1
2023-12-04,Boyo,1382,154,8.3,1,0,1,12,1169.7
2023-12-11,Boyo,1379,156,8.4,1,0,1,12,1299.8
2023-12-18,Boyo,1415,154,8.3,1,0,1,12,1214.9
2023-12-25,Boyo,1385,156,8.8,1,0,1,12,1346.1
2024-01-01,Boyo,1450,157,8.7,1,0,1,1,1276.0
2024-01-08,Boyo,1407,154,8.4,1,0,1,1,1220.1
2024-01-15,Boyo,1410,164,8.2,1,0,1,1,1353.5
2024-01-22,Boyo,1463,161,8.4,1,0,1,1,1287.4
2024-01-29,Boyo,1366,156,8.6,1,0,1,1,1273.6
2024-02-05,Boyo,1395,164,8.0,1,0,1,2,1353.0
2024-02-12,Boyo,1417,155,8.3,1,0,1,2,1170.9
2024-02-19,Boyo,1430,155,8.1,1,0,1,2,1504.4
2024-02-26,Boyo,1385,159,8.3,1,0,1,2,1184.6
2024-03-04,Boyo,1407,154,8.2,1,0,1,3,1370.8
2024-03-11,Boyo,1373,158,8.7,1,0,1,3,1408.0
2024-03-18,Boyo,1390,163,8.6,1,0,1,3,1406.8
2024-03-25,Boyo,1412,160,8.7,1,0,1,3,1543.8
2024-04-01,Boyo,1455,158,8.9,1,0,1,4,1534.2
2024-04-08,Boyo,1456,157,8.7,1,0,1,4,1533.7
2024-04-15,Boyo,1396,157,8.4,1,0,1,4,1682.3
2024-04-22,Boyo,1453,160,8.1,1,0,1,4,1464.2
2024-04-29,Boyo,1410,160,8.4,1,0,1,4,1738.3
2024-05-06,Boyo,1457,162,8.3,1,0,1,5,1747.2
2024-05-13,Boyo,1408,158,8.3,1,0,1,5,1595.5
2024-05-20,Boyo,1365,155,8.5,1,0,1,5,1630.4
2024-05-27,Boyo,1434,163,8.1,1,0,1,5,1609.2
2024-06-03,Boyo,1409,162,8.2,1,0,1,6,1810.1
2024-06-10,Boyo,1371,154,8.3,1,0,1,6,1571.6
2024-06-17,Boyo,1437,157,8.5,1,0,1,6,1850.0
2024-06-24,Boyo,1366,159,8.6,1,0,1,6,1646.2
2024-07-01,Boyo,1443,156,8.3,1,0,1,7,1665.7
2024-07-08,Boyo,1364,159,8.3,1,0,1,7,1681.4
2024-07-15,Boyo,1462,157,8.6,1,0,1,7,1937.9
2024-07-22,Boyo,1422,157,8.4,1,0,1,7,1555.4
2024-07-29,Boyo,1373,158,8.8,1,0,1,7,1728.3
2024-08-05,Boyo,1404,161,8.3,1,0,1,8,1600.9
2024-08-12,Boyo,1441,160,8.4,1,0,1,8,1569.4
2024-08-19,Boyo,1433,159,8.6,1,0,1,8,1642.8
2020-11-02,Menchum,970,334,4.6,1,1,1,11,1480.8
2020-11-09,Menchum,956,330,5.1,1,1,1,11,1564.6
2020-11-16,Menchum,994,328,5.2,1,1,1,11,1349.5
2020-11-23,Menchum,990,337,5.1,1,1,1,11,1480.0
2020-11-30,Menchum,959,328,5.0,1,1,1,11,1321.0
2020-12-07,Menchum,979,334,4.8,1,1,1,12,1410.3
2020-12-14,Menchum,952,335,5.2,1,1,1,12,1323.5
2020-12-21,Menchum,993,329,4.7,1,1,1,12,1364.0
2020-12-28,Menchum,983,334,5.0,1,1,1,12,1378.0
2021-01-04,Menchum,966,337,4.8,1,1,1,1,1245.2
2021-01-11,Menchum,944,334,4.8,1,1,1,1,1596.9
2021-01-18,Menchum,991,337,5.0,1,1,1,1,1574.3
2021-01-25,Menchum,1017,327,4.8,1,1,1,1,1523.7
2021-02-01,Menchum,968,337,5.1,1,1,1,2,1649.4
2021-02-08,Menchum,944,334,5.3,1,1,1,2,1670.4
2021-02-15,Menchum,988,327,5.3,1,1,1,2,1362.6
2021-02-22,Menchum,976,331,5.0,1,1,1,2,1700.1
2021-03-01,Menchum,1023,329,4.8,1,1,1,3,1915.1
2021-03-08,Menchum,1030,331,5.1,1,1,1,3,1594.2
2021-03-15,Menchum,1023,335,4.9,1,1,1,3,1490.4
2021-03-22,Menchum,1010,335,5.0,1,1,1,3,1795.7
2021-03-29,Menchum,1027,329,4.6,1,1,1,3,1602.1
2021-04-05,Menchum,974,329,5.0,1,1,1,4,1878.5
2021-04-12,Menchum,1010,329,5.0,1,1,1,4,2139.6
2021-04-19,Menchum,967,329,5.0,1,1,1,4,1713.1
2021-04-26,Menchum,964,335,5.0,1,1,1,4,1488.2
2021-05-03,Menchum,1004,332,4.7,1,1,1,5,1878.4
2021-05-10,Menchum,938,334,5.0,1,1,1,5,1998.8
2021-05-17,Menchum,973,337,5.1,1,1,1,5,2149.5
2021-05-24,Menchum,978,333,4.9,1,1,1,5,2278.5
2021-05-31,Menchum,936,334,4.9,1,1,1,5,1933.0
2021-06-07,Menchum,1004,328,5.2,1,1,1,6,1980.1
2021-06-14,Menchum,973,333,5.0,1,1,1,6,2132.1
2021-06-21,Menchum,1015,337,5.2,1,1,1,6,1796.7
2021-06-28,Menchum,954,331,5.0,1,1,1,6,2005.3
2021-07-05,Menchum,970,331,5.1,1,1,1,7,1928.1
2021-07-12,Menchum,1016,333,5.2,1,1,1,7,2196.7
2021-07-19,Menchum,1001,336,5.0,1,1,1,7,2037.5
2021-07-26,Menchum,1027,327,5.2,1,1,1,7,1642.2
2021-08-02,Menchum,943,331,5.1,1,1,1,8,1527.3
2021-08-09,Menchum,990,334,5.1,1,1,1,8,1818.4
2021-08-16,Menchum,941,333,5.3,1,1,1,8,1963.8
2021-08-23,Menchum,997,329,4.5,1,1,1,8,2153.0
2021-08-30,Menchum,996,333,5.2,1,1,1,8,1917.6
2021-09-06,Menchum,997,330,5.1,1,1,1,9,1727.7
2021-09-13,Menchum,1022,331,4.7,1,1,1,9,1771.0
2021-09-20,Menchum,1003,337,5.0,1,1,1,9,1726.3
2021-09-27,Menchum,945,336,5.0,1,1,1,9,1577.2
2021-10-04,Menchum,957,333,5.0,1,1,1,10,1644.6
2021-10-11,Menchum,942,327,4.6,1,1,1,10,1750.0
2021-10-18,Menchum,990,336,5.1,1,1,1,10,1750.3
2021-10-25,Menchum,1019,332,5.2,1,1,1,10,1646.3
2021-11-01,Menchum,1007,336,5.1,1,1,1,11,1380.7
2021-11-08,Menchum,933,336,4.8,1,1,1,11,1552.5
2021-11-15,Menchum,992,328,5.1,1,1,1,11,1252.0
2021-11-22,Menchum,998,331,5.4,1,1,1,11,1464.3
2021-11-29,Menchum,957,333,5.5,1,1,1,11,1409.4
2021-12-06,Menchum,946,330,4.8,1,1,1,12,1500.3
2021-12-13,Menchum,1007,330,4.8,1,1,1,12,1534.6
2021-12-20,Menchum,1023,328,4.9,1,1,1,12,1369.7
2021-12-27,Menchum,986,330,4.9,1,1,1,12,1406.5
2022-01-03,Menchum,1016,337,5.1,1,1,1,1,1492.5
2022-01-10,Menchum,1024,335,5.2,1,1,1,1,1554.6
2022-01-17,Menchum,998,333,5.1,1,1,1,1,1386.6
2022-01-24,Menchum,991,329,5.3,1,1,1,1,1663.7
2022-01-31,Menchum,936,330,5.3,1,1,1,1,1647.4
2022-02-07,Menchum,934,336,5.1,1,1,1,2,1423.6
2022-02-14,Menchum,993,334,5.1,1,1,1,2,1610.1
2022-02-21,Menchum,963,336,4.9,1,1,1,2,1495.3
2022-02-28,Menchum,1013,328,5.0,1,1,1,2,1706.8
2022-03-07,Menchum,996,330,5.2,1,1,1,3,1653.8
2022-03-14,Menchum,941,331,4.9,1,1,1,3,1570.7
2022-03-21,Menchum,1001,333,4.9,1,1,1,3,1507.2
2022-03-28,Menchum,1025,334,4.7,1,1,1,3,1790.7
2022-04-04,Menchum,964,327,5.4,1,1,1,4,1997.1
2022-04-11,Menchum,1022,336,5.2,1,1,1,4,2259.1
2022-04-18,Menchum,993,327,4.8,1,1,1,4,2046.5
2022-04-25,Menchum,967,329,4.8,1,1,1,4,1899.2
2022-05-02,Menchum,980,337,4.8,1,1,1,5,2027.5
2022-05-09,Menchum,941,331,4.8,1,1,1,5,1720.2
2022-05-16,Menchum,949,334,4.8,1,1,1,5,1874.1
2022-05-23,Menchum,998,336,4.9,1,1,1,5,2208.2
2022-05-30,Menchum,1004,327,5.1,1,1,1,5,2129.5
2022-06-06,Menchum,940,331,4.9,1,1,1,6,2020.2
2022-06-13,Menchum,941,337,5.0,1,1,1,6,2085.3
2022-06-20,Menchum,1027,330,5.2,1,1,1,6,1792.5
2022-06-27,Menchum,1004,335,5.4,1,1,1,6,2232.8
2022-07-04,Menchum,979,327,5.2,1,1,1,7,2127.9
2022-07-11,Menchum,947,337,4.7,1,1,1,7,2206.5
2022-07-18,Menchum,937,334,5.1,1,1,1,7,1820.4
2022-07-25,Menchum,1011,328,5.2,1,1,1,7,2149.7
2022-08-01,Menchum,991,327,4.9,1,1,1,8,1984.8
2022-08-08,Menchum,1022,333,4.9,1,1,1,8,1714.1
2022-08-15,Menchum,946,329,5.2,1,1,1,8,1661.4
2022-08-22,Menchum,934,334,4.9,1,1,1,8,1570.8
2022-08-29,Menchum,973,327,5.3,1,1,1,8,1923.3
2022-09-05,Menchum,1015,328,5.1,1,1,1,9,1701.0
2022-09-12,Menchum,947,337,5.0,1,1,1,9,1503.7
2022-09-19,Menchum,968,334,4.8,1,1,1,9,1714.3
2022-09-26,Menchum,947,334,4.9,1,1,1,9,1676.9
2022-10-03,Menchum,963,329,5.1,1,1,1,10,1631.2
2022-10-10,Menchum,944,328,5.1,1,1,1,10,1648.6
2022-10-17,Menchum,948,332,5.3,1,1,1,10,1633.3
2022-10-24,Menchum,938,328,5.1,1,1,1,10,1641.3
2022-10-31,Menchum,1014,331,4.8,1,1,1,10,1697.9
2022-11-07,Menchum,1001,327,5.2,1,1,1,11,1474.0
2022-11-14,Menchum,940,334,5.2,1,1,1,11,1561.3
2022-11-21,Menchum,1020,328,4.9,1,1,1,11,1448.2
2022-11-28,Menchum,967,327,4.8,1,1,1,11,1248.2
2022-12-05,Menchum,945,328,4.8,1,1,1,12,1326.5
2022-12-12,Menchum,1005,334,5.3,1,1,1,12,1301.8
2022-12-19,Menchum,985,330,4.7,1,1,1,12,1353.6
2022-12-26,Menchum,965,331,4.8,1,1,1,12,1345.9
2023-01-02,Menchum,993,333,4.9,1,1,1,1,1458.4
2023-01-09,Menchum,1008,334,4.9,1,1,1,1,1634.1
2023-01-16,Menchum,958,327,4.8,1,1,1,1,1480.9
2023-01-23,Menchum,953,332,5.2,1,1,1,1,1379.8
2023-01-30,Menchum,954,336,5.2,1,1,1,1,1491.4
2023-02-06,Menchum,947,336,4.8,1,1,1,2,1554.1
2023-02-13,Menchum,962,336,4.8,1,1,1,2,1730.6
2023-02-20,Menchum,1009,328,5.0,1,1,1,2,1466.5
2023-02-27,Menchum,1000,332,4.9,1,1,1,2,1696.3
2023-03-06,Menchum,1000,332,4.9,1,1,1,3,1703.2
2023-03-13,Menchum,1028,334,5.4,1,1,1,3,1807.7
2023-03-20,Menchum,1002,329,5.1,1,1,1,3,1743.5
2023-03-27,Menchum,1027,327,4.9,1,1,1,3,1796.7
2023-04-03,Menchum,968,337,5.3,1,1,1,4,1838.2
2023-04-10,Menchum,1002,337,5.0,1,1,1,4,2247.8
2023-04-17,Menchum,1016,337,4.9,1,1,1,4,1886.9
2023-04-24,Menchum,1031,336,5.2,1,1,1,4,1821.4
2023-05-01,Menchum,932,334,5.0,1,1,1,5,2152.3
2023-05-08,Menchum,983,333,5.0,1,1,1,5,2005.6
2023-05-15,Menchum,966,328,5.0,1,1,1,5,1549.7
2023-05-22,Menchum,1020,327,5.1,1,1,1,5,2063.0
2023-05-29,Menchum,948,334,5.1,1,1,1,5,2027.5
2023-06-05,Menchum,996,334,4.8,1,1,1,6,2225.5
2023-06-12,Menchum,1032,329,5.1,1,1,1,6,2051.0
2023-06-19,Menchum,978,328,5.1,1,1,1,6,2204.4
2023-06-26,Menchum,940,330,4.9,1,1,1,6,1978.0
2023-07-03,Menchum,1022,330,4.6,1,1,1,7,1710.0
2023-07-10,Menchum,1008,337,4.8,1,1,1,7,2261.0
2023-07-17,Menchum,941,333,4.8,1,1,1,7,1908.9
2023-07-24,Menchum,939,328,4.9,1,1,1,7,2185.5
2023-07-31,Menchum,1014,331,5.2,1,1,1,7,2085.3
2023-08-07,Menchum,1029,329,5.3,1,1,1,8,2214.2
2023-08-14,Menchum,969,336,4.8,1,1,1,8,1792.1
2023-08-21,Menchum,962,327,4.9,1,1,1,8,2013.2
2023-08-28,Menchum,1021,328,5.2,1,1,1,8,1973.6
2023-09-04,Menchum,937,336,4.7,1,1,1,9,1771.8
2023-09-11,Menchum,980,333,4.8,1,1,1,9,2076.6
2023-09-18,Menchum,962,332,5.0,1,1,1,9,1891.4
2023-09-25,Menchum,950,329,5.2,1,1,1,9,1970.1
2023-10-02,Menchum,943,335,5.1,1,1,1,10,1827.6
2023-10-09,Menchum,982,327,5.1,1,1,1,10,1783.6
2023-10-16,Menchum,1018,336,5.1,1,1,1,10,1843.2
2023-10-23,Menchum,952,327,5.1,1,1,1,10,1797.2
2023-10-30,Menchum,979,333,5.2,1,1,1,10,1792.6
2023-11-06,Menchum,969,327,4.8,1,1,1,11,1637.8
2023-11-13,Menchum,1011,333,5.2,1,1,1,11,1833.3
2023-11-20,Menchum,943,327,5.2,1,1,1,11,1600.4
2023-11-27,Menchum,933,332,4.8,1,1,1,11,1613.0
2023-12-04,Menchum,977,336,4.8,1,1,1,12,1608.9
2023-12-11,Menchum,971,337,5.1,1,1,1,12,1527.9
2023-12-18,Menchum,932,328,5.2,1,1,1,12,1680.4
2023-12-25,Menchum,987,330,5.0,1,1,1,12,1590.6
2024-01-01,Menchum,1004,335,4.8,1,1,1,1,1740.8
2024-01-08,Menchum,988,329,5.1,1,1,1,1,1364.5
2024-01-15,Menchum,988,334,5.1,1,1,1,1,1596.3
2024-01-22,Menchum,943,330,4.7,1,1,1,1,1582.5
2024-01-29,Menchum,988,332,5.4,1,1,1,1,1680.7
2024-02-05,Menchum,991,336,4.7,1,1,1,2,1808.3
2024-02-12,Menchum,1005,328,5.1,1,1,1,2,1699.5
2024-02-19,Menchum,956,329,5.0,1,1,1,2,1634.5
2024-02-26,Menchum,961,336,4.9,1,1,1,2,1570.1
2024-03-04,Menchum,966,332,5.0,1,1,1,3,1477.1
2024-03-11,Menchum,991,327,5.3,1,1,1,3,2026.8
2024-03-18,Menchum,965,337,4.8,1,1,1,3,1658.6
2024-03-25,Menchum,1001,333,5.3,1,1,1,3,1918.3
2024-04-01,Menchum,941,327,5.1,1,1,1,4,2021.8
2024-04-08,Menchum,1004,331,4.8,1,1,1,4,1887.7
2024-04-15,Menchum,957,328,5.4,1,1,1,4,2074.8
2024-04-22,Menchum,979,332,4.8,1,1,1,4,2108.1
2024-04-29,Menchum,986,328,5.0,1,1,1,4,2007.4
2024-05-06,Menchum,1001,334,4.7,1,1,1,5,2257.0
2024-05-13,Menchum,981,331,4.7,1,1,1,5,2271.0
2024-05-20,Menchum,981,334,5.1,1,1,1,5,1878.1
2024-05-27,Menchum,944,336,5.3,1,1,1,5,1907.7
2024-06-03,Menchum,980,327,5.2,1,1,1,6,2318.2
2024-06-10,Menchum,935,334,4.9,1,1,1,6,2269.1
2024-06-17,Menchum,1020,330,5.0,1,1,1,6,2208.0
2024-06-24,Menchum,1028,328,4.7,1,1,1,6,2354.5
2024-07-01,Menchum,945,329,5.2,1,1,1,7,1994.9
2024-07-08,Menchum,1013,334,5.4,1,1,1,7,2269.5
2024-07-15,Menchum,938,331,4.9,1,1,1,7,2059.8
2024-07-22,Menchum,950,330,4.7,1,1,1,7,2004.9
2024-07-29,Menchum,952,334,5.1,1,1,1,7,1775.8
2024-08-05,Menchum,1007,337,5.0,1,1,1,8,1885.8
2024-08-12,Menchum,980,327,4.9,1,1,1,8,1863.6
2024-08-19,Menchum,956,334,5.1,1,1,1,8,1872.8
2024-08-26,Menchum,989,328,5.3,1,1,1,8,1912.3
2020-11-09,Donga Mantung,2869,398,5.3,1,1,1,11,2634.9
2020-11-16,Donga Mantung,2819,400,5.0,1,1,1,11,2276.4
2020-11-23,Donga Mantung,2875,396,4.7,1,1,1,11,1952.2
2020-11-30,Donga Mantung,2803,403,5.0,1,1,1,11,2256.5
2020-12-07,Donga Mantung,2834,396,4.7,1,1,1,12,2131.7
2020-12-14,Donga Mantung,2875,402,4.9,1,1,1,12,2250.5
2020-12-21,Donga Mantung,2825,398,5.2,1,1,1,12,2455.8
2020-12-28,Donga Mantung,2833,403,4.8,1,1,1,12,2215.2
2021-01-04,Donga Mantung,2848,397,5.0,1,1,1,1,2315.6
2021-01-11,Donga Mantung,2823,400,4.8,1,1,1,1,2183.1
2021-01-18,Donga Mantung,2833,406,5.0,1,1,1,1,2183.0
2021-01-25,Donga Mantung,2801,399,4.6,1,1,1,1,2326.3
2021-02-01,Donga Mantung,2859,400,4.7,1,1,1,2,2828.6
2021-02-08,Donga Mantung,2831,397,5.2,1,1,1,2,2246.6
2021-02-15,Donga Mantung,2816,398,4.8,1,1,1,2,2591.2
2021-02-22,Donga Mantung,2812,405,4.7,1,1,1,2,2293.8
